Instance;Instance;Instance;Instance;Instance;Instance;Instance;Solution;Solution;Solution;Solution
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;36;3;return;false;2.459;2.386;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;36;3;traversal;false;1.952;1.845,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_3.txt;90;36;3;composite;false;1.803;1.712,85;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;36;4;optimal;false;1.779;1.613;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;36;4;largest_gap;false;1.930;1.844,84;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;36;4;midpoint;false;2.022;1.922,54;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;36;4;return;false;2.481;2.405;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;36;4;traversal;false;1.964;1.853,90;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;36;4;composite;false;1.803;1.684,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;36;5;optimal;false;1.643;1.394;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;36;5;largest_gap;false;1.753;1.711,44;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;36;5;midpoint;false;1.846;1.784,23;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;36;5;return;false;2.302;2.208;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;36;5;traversal;false;1.829;1.722;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;36;5;composite;false;1.725;1.587,78;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;36;6;optimal;false;1.808;1.582,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;36;6;largest_gap;false;1.849;1.789,71;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;36;6;midpoint;false;1.913;1.860,34;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;36;6;return;false;2.350;2.266;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;36;6;traversal;false;1.906;1.787,56;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;36;6;composite;false;1.814;1.655,45;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;36;7;optimal;false;1.804;1.488;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;36;7;largest_gap;false;1.941;1.895,13;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;36;7;midpoint;false;2.024;1.971,91;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;36;7;return;false;2.486;2.378;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;36;7;traversal;false;1.941;1.879,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;36;7;composite;false;1.877;1.721,35;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;36;8;optimal;false;1.765;1.387;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;36;8;largest_gap;false;1.880;1.773,93;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;36;8;midpoint;false;1.964;1.848;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;36;8;return;false;2.353;2.219;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;36;8;traversal;false;1.880;1.764,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;36;8;composite;false;1.759;1.658,92;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;36;9;optimal;false;1.858;1.552,87;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;36;9;largest_gap;false;1.879;1.825,71;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;36;9;midpoint;false;1.934;1.884,23;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;36;9;return;false;2.412;2.357;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;36;9;traversal;false;1.904;1.852,06;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;36;9;composite;false;1.852;1.714,84;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;36;10;optimal;false;1.861;1.678,10;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;36;10;largest_gap;false;1.908;1.842,35;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;36;10;midpoint;false;1.984;1.927,87;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;36;10;return;false;2.371;2.287;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;36;10;traversal;false;1.904;1.834;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;36;10;composite;false;1.861;1.714,09;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;36;1;optimal;false;2.164;1.610,27;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;36;1;largest_gap;false;2.284;2.177,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;36;1;midpoint;false;2.379;2.268,95;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;36;1;return;false;2.871;2.743,89;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;36;1;traversal;false;2.261;2.155,22;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;36;1;composite;false;2.126;1.874,50;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;36;2;optimal;false;2.084;1.572,89;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;36;2;largest_gap;false;2.118;2.075,10;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;36;2;midpoint;false;2.271;2.164,20;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;36;2;return;false;2.756;2.681;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;36;2;traversal;false;2.139;2.083,63;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;36;2;composite;false;2.082;1.933,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;36;3;optimal;false;2.061;1.668;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;36;3;largest_gap;false;2.132;2.032,32;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;36;3;midpoint;false;2.191;2.128;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;36;3;return;false;2.694;2.608;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;36;3;traversal;false;2.105;2.029,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;36;3;composite;false;1.973;1.892,88;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;36;4;optimal;false;2.014;1.837,47;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;36;4;largest_gap;false;2.080;1.952,12;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;36;4;midpoint;false;2.174;2.045,37;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;36;4;return;false;2.699;2.540;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;36;4;traversal;false;2.094;1.959;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;36;4;composite;false;1.974;1.828,49;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;36;5;optimal;false;2.013;1.667;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;36;5;largest_gap;false;2.072;2.035,02;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;36;5;midpoint;false;2.239;2.126,47;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;36;5;return;false;2.666;2.596;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;36;5;traversal;false;2.155;2.027,31;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;36;5;composite;false;2.014;1.890,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;36;6;optimal;false;1.828;1.715;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;36;6;largest_gap;false;1.948;1.901,31;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;36;6;midpoint;false;2.058;1.982,74;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;36;6;return;false;2.595;2.422;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;36;6;traversal;false;2.069;1.932,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;36;6;composite;false;1.922;1.786,63;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;36;7;optimal;false;2.012;1.563;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;36;7;largest_gap;false;2.165;2.025,02;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;36;7;midpoint;false;2.160;2.095,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;36;7;return;false;2.602;2.518;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;36;7;traversal;false;2.042;1.988,61;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;36;7;composite;false;1.930;1.875,95;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;36;8;optimal;false;1.934;1.379,26;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;36;8;largest_gap;false;1.994;1.914,61;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;36;8;midpoint;false;2.059;1.999,98;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;36;8;return;false;2.464;2.403;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;36;8;traversal;false;1.998;1.934,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;36;8;composite;false;1.932;1.767,52;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;36;9;optimal;false;2.021;1.421,51;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;36;9;largest_gap;false;2.166;2.030;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;36;9;midpoint;false;2.152;2.096,67;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;36;9;return;false;2.815;2.630;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;36;9;traversal;false;2.083;2.016,94;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;36;9;composite;false;1.959;1.882,38;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;36;10;optimal;false;1.992;1.617;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;36;10;largest_gap;false;2.088;1.967;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;36;10;midpoint;false;2.151;2.042,54;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;36;10;return;false;2.747;2.591;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;36;10;traversal;false;2.118;1.994,32;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;36;10;composite;false;1.951;1.841,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;48;1;optimal;false;388;386;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;48;1;largest_gap;true;425;425;170,922
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;48;1;midpoint;true;460;460;733,148
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;48;1;return;true;544;543,60;338,464
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;48;1;traversal;true;415;414,72;1498,17
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;48;1;composite;true;390;389,55;3021,09
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;48;2;optimal;false;396;392;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;48;2;largest_gap;true;436;436;2099,43
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;48;2;midpoint;true;456;456;713,811
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;48;2;return;true;554;553,53;552,642
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;48;2;traversal;true;426;425,52;2256,94
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;48;2;composite;true;398;397,52;2094,77
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;48;3;optimal;true;398;398;2179,91
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;48;3;largest_gap;true;442;441,60;215,836
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;48;3;midpoint;true;470;470;161,229
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;48;3;return;true;544;544;89,8
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;48;3;traversal;true;424;423,58;175,413
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;48;3;composite;true;398;397,50;708,916
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;48;4;optimal;false;402;357,47;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;48;4;largest_gap;false;407;396;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;48;4;midpoint;false;429;420;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;48;4;return;true;529;528,71;2157,41
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;48;4;traversal;false;416;390,92;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;48;4;composite;false;379;366,76;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;48;5;optimal;true;359;358,77;2917,6
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;48;5;largest_gap;false;423;421;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;48;5;midpoint;true;445;445;1458,75
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;48;5;return;true;483;483;821,198
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;48;5;traversal;true;391;390,72;2033,96
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;48;5;composite;true;359;358,74;1488,8
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;48;6;optimal;false;345;336,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;48;6;largest_gap;true;375;375,14;1919
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;48;6;midpoint;true;399;399;1085,7
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;48;6;return;true;459;458,78;1286,83
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;48;6;traversal;false;368;361,76;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;48;6;composite;false;349;339,31;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;48;7;optimal;false;368;360,22;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;48;7;largest_gap;true;384;384,00;618,1
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;48;7;midpoint;true;409;409;1161,67
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;48;7;return;true;507;506,72;1587,18
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;48;7;traversal;false;407;393,50;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;48;7;composite;false;408;366,95;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;48;8;optimal;false;394;342;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;48;8;largest_gap;false;418;374;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;48;8;midpoint;false;412;393;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;48;8;return;false;554;530,93;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;48;8;traversal;false;416;373,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;48;8;composite;false;400;349,04;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;48;9;optimal;true;394;394;366,685
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;48;9;largest_gap;true;443;442,71;223,252
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;48;9;midpoint;true;468;468;156,977
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;48;9;return;true;562;561,60;24,972
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;48;9;traversal;true;420;419,55;27,021
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;48;9;composite;true;396;395,56;359,859
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;48;10;optimal;false;350;310,58;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;48;10;largest_gap;false;363;350,12;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;48;10;midpoint;false;377;376;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;48;10;return;false;459;457,68;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;48;10;traversal;false;389;337,90;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;48;10;composite;false;354;318,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;48;1;optimal;false;606;541,78;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;48;1;largest_gap;true;617;617,11;824,907
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;48;1;midpoint;true;649;649;1345,63
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;48;1;return;false;772;764,88;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;48;1;traversal;false;579;578,69;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;48;1;composite;false;614;546,79;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;48;2;optimal;false;632;587,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;48;2;largest_gap;false;701;667,79;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;48;2;midpoint;false;741;722;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;48;2;return;false;867;806,45;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;48;2;traversal;false;655;626;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;48;2;composite;false;635;592,14;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;48;3;optimal;false;500;457,94;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;48;3;largest_gap;false;533;499,41;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;48;3;midpoint;false;554;521;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;48;3;return;false;695;669,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;48;3;traversal;false;542;493,07;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;48;3;composite;false;503;463,10;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;48;4;optimal;false;496;475,80;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;48;4;largest_gap;false;540;527,73;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;48;4;midpoint;true;564;564;2563,4
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;48;4;return;true;660;660;1507,28
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;48;4;traversal;false;542;513,79;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;48;4;composite;false;502;480,63;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;48;5;optimal;false;506;481,39;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;48;5;largest_gap;false;546;532,90;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;48;5;midpoint;false;570;553;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;48;5;return;false;670;664,85;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;48;5;traversal;false;532;526,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;48;5;composite;false;504;487,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;48;6;optimal;false;501;482;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;48;6;largest_gap;false;542;531,58;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;48;6;midpoint;false;588;572;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;48;6;return;false;682;678,56;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;48;6;traversal;false;525;506,89;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;48;6;composite;false;507;487,32;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;48;7;optimal;false;498;470;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;48;7;largest_gap;false;560;530,46;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;48;7;midpoint;false;578;567;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;48;7;return;false;713;678;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;48;7;traversal;false;523;506,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;48;7;composite;false;516;476,48;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;48;8;optimal;false;507;491,27;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;48;8;largest_gap;false;558;550,99;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;48;8;midpoint;true;593;593;3211,52
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;48;8;return;true;697;696,74;1945,55
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;48;8;traversal;false;542;529,44;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;48;8;composite;false;511;493,78;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;48;9;optimal;false;515;488,13;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;48;9;largest_gap;false;564;543,93;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;48;9;midpoint;false;593;569;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;48;9;return;false;734;699,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;48;9;traversal;false;547;517,31;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;48;9;composite;false;521;492,19;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;48;10;optimal;false;486;455,96;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;48;10;largest_gap;false;539;511,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;48;10;midpoint;false;576;535;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;48;10;return;false;703;676;3600
