instance_set,instance_name,reference_value,reference_runtime,reference_is_opt,reference_type,reference_source,reference_policy
SPRP-SS,unit_F2_m10_C60_a15_23,338.0,0.024651700000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_24,252.0,0.036052799999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_25,314.0,0.0499723,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_26,348.0,0.0638883,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_27,304.0,0.021401399999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_28,268.0,0.0400114,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_29,206.0,0.0132006,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_3,334.0,0.0396618,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_30,226.0,0.0193701,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_31,334.0,0.034885599999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_32,276.0,0.0439097,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_33,218.0,0.198941,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_34,258.0,0.0323609,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_35,254.0,0.107511,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_36,256.0,0.04561,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_37,302.0,0.0483115,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_38,228.0,0.051649099999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_39,262.0,0.11651900000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_4,196.0,0.0201054,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_40,186.0,0.0611181,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_41,248.0,0.0211169,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_42,320.0,0.0269036,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_43,290.0,0.0435583,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_44,276.0,0.0217677,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_45,162.0,0.033113300000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_46,264.0,0.0474755,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_47,238.0,0.0641195,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_48,254.0,0.201072,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_49,264.0,0.0220567,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_5,232.0,0.0148117,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_6,268.0,0.0244169,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_7,286.0,0.0343056,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_8,252.0,0.0529859,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a15_9,252.0,0.035545099999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_0,434.0,0.022679500000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_1,380.0,0.051877,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_10,282.0,0.028318100000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_11,346.0,0.103132,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_12,324.0,0.108484,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_13,410.0,0.0505346,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_14,320.0,0.0363513,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_15,418.0,0.0176631,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_16,326.0,0.0506764,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_17,300.0,0.0215176,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_18,354.0,0.0259569,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_19,304.0,0.0224334,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_2,294.0,0.0229333,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_20,298.0,0.0407297,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_21,362.0,0.0723332,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_22,358.0,0.0201572,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_23,458.0,0.0355552,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_24,334.0,0.036942,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_25,404.0,0.0673698,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_26,414.0,0.057668500000000004,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_27,418.0,0.036735199999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_28,336.0,0.0367914,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_29,378.0,0.038190600000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_3,454.0,0.021696,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_30,358.0,0.11132500000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_31,348.0,0.08881570000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_32,328.0,0.0965128,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_33,308.0,0.0861867,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_34,410.0,0.0354517,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_35,430.0,0.0328647,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_36,378.0,0.0499689,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_37,414.0,0.0820626,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_38,386.0,0.0440885,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_39,450.0,0.0376372,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_4,358.0,0.0483492,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_40,306.0,0.0180453,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_41,352.0,0.024462900000000003,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_42,404.0,0.0678989,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_43,386.0,0.0700341,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_44,360.0,0.0446198,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_45,342.0,0.0509627,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_46,402.0,0.09949240000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_47,342.0,0.09998739999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_48,344.0,0.186909,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_49,446.0,0.0869208,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_5,330.0,0.035062800000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_6,428.0,0.0363324,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_7,376.0,0.0626215,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_8,284.0,0.0539962,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a30_9,422.0,0.0193885,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_0,110.0,0.0154191,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_1,144.0,0.016024300000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_10,94.0,0.0099381,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_11,112.0,0.0155999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_12,146.0,0.0248844,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_13,170.0,0.037866300000000006,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_14,96.0,0.0196033,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_15,112.0,0.0775082,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_16,170.0,0.16055699999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_17,126.0,0.056800699999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_18,52.0,0.0187099,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_19,120.0,0.0240937,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_2,116.0,0.029007,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_20,108.0,0.0313764,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_21,106.0,0.0410055,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_22,158.0,0.034393099999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_23,162.0,0.0273216,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_24,140.0,0.185772,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_25,102.0,0.200933,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_26,152.0,0.193849,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_27,86.0,0.010573,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_28,166.0,0.06582930000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_29,106.0,0.0017699,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_3,38.0,0.0027501,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_30,166.0,0.058851,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_31,146.0,0.104541,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_32,126.0,0.0293101,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_33,128.0,0.111546,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_34,100.0,0.0109282,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_35,158.0,0.0376047,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_36,156.0,0.0236306,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_37,164.0,0.200481,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_38,152.0,0.118039,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_39,112.0,0.219444,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_4,90.0,0.0104632,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_40,94.0,0.18762700000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_41,128.0,0.214035,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_42,42.0,0.035124,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_43,170.0,0.0302269,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_44,64.0,0.0033369,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_45,74.0,0.004734899999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_46,134.0,0.055084400000000006,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_47,134.0,0.0410765,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_48,128.0,0.0982129,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_49,98.0,0.0358244,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_5,110.0,0.0063231,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_6,132.0,0.0401439,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_7,178.0,0.0390942,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_8,90.0,0.153415,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a3_9,170.0,0.0134634,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_0,224.0,0.144111,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_1,198.0,0.0129791,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_10,130.0,0.0041784,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_11,160.0,0.09381690000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_12,184.0,0.0308504,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_13,214.0,0.0234697,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_14,234.0,0.0606953,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_15,154.0,0.172934,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_16,176.0,0.16581,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_17,170.0,0.073286,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_18,154.0,0.141766,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_19,146.0,0.059106,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_2,170.0,0.0134872,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_20,184.0,0.115875,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_21,138.0,0.036785,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_22,184.0,0.0200241,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_23,168.0,0.033134000000000004,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_24,196.0,0.024094400000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_25,178.0,0.052528599999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_26,220.0,0.207371,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_27,214.0,0.0225448,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_28,208.0,0.0619266,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_29,118.0,0.0071993,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_3,136.0,0.14168799999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_30,198.0,0.0230412,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_31,210.0,0.025303100000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_32,196.0,0.0331553,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_33,150.0,0.0335613,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_34,232.0,0.0283969,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_35,170.0,0.08015810000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_36,186.0,0.0487113,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_37,166.0,0.134752,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_38,188.0,0.0274058,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_39,188.0,0.0582365,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_4,158.0,0.020601500000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_40,152.0,0.210115,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_41,162.0,0.113013,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_42,206.0,0.0287153,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_43,204.0,0.0278107,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_44,162.0,0.010121499999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_45,100.0,0.0183658,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_46,150.0,0.141018,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_47,198.0,0.252565,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_48,154.0,0.131669,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_49,160.0,0.0734273,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_5,184.0,0.030781,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_6,186.0,0.037936500000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_7,224.0,0.10247,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_8,166.0,0.173686,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m10_C60_a7_9,220.0,0.0651929,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_0,770.0,0.062255899999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_1,954.0,0.360567,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_10,632.0,0.285491,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_11,902.0,0.418173,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_12,782.0,0.0608727,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_13,1084.0,0.0482658,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_14,826.0,0.09767709999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_15,848.0,0.183972,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_16,876.0,0.141538,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_17,1062.0,0.0694693,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_18,1078.0,0.409478,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_19,924.0,0.0701647,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_2,1060.0,0.0295943,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_20,686.0,0.0916839,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_21,686.0,0.495589,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_22,800.0,0.160296,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_23,820.0,0.0600735,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_24,850.0,0.20022700000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_25,1132.0,0.0783758,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_26,796.0,0.119286,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_27,758.0,0.11007299999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_28,772.0,0.691348,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_29,846.0,0.290452,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_3,878.0,0.365114,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_30,776.0,0.49857100000000004,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_31,792.0,0.333344,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_32,986.0,0.469003,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_33,888.0,0.132828,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_34,920.0,0.30824599999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_35,994.0,0.12778,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_36,780.0,0.110186,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_37,1248.0,0.170518,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_38,864.0,0.0931811,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_39,1030.0,0.13719900000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_4,932.0,0.10101900000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_40,778.0,0.0358272,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_41,932.0,0.072338,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_42,922.0,0.302779,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_43,822.0,0.105965,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_44,888.0,0.27696699999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_45,722.0,0.202373,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_46,876.0,0.0790793,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_47,1008.0,0.30876299999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_48,802.0,0.196893,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_49,768.0,0.232275,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_5,806.0,0.06634229999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_6,868.0,0.0897566,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_7,750.0,0.0858549,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_8,802.0,0.09270149999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a15_9,896.0,0.241465,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_0,1064.0,0.0559416,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_1,1364.0,0.0664497,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_10,940.0,0.153366,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_11,1368.0,0.0940159,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_12,1318.0,0.24798599999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_13,1630.0,0.10814499999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_14,1392.0,0.19194,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_15,1378.0,0.0398317,True,optimum,Heßler & Irnich (2024),exact
SPRP-SS,unit_F2_m25_C180_a30_16,1558.0,0.076389,True,optimum,Heßler & Irnich (2024),exact
